ID,Book,Place Identified,Sentence,Place Check,Place Final,Coordinates Final
1163,MVLL Cinco esquinas - FINAL,Hotel Mogollón,"En su cuarto del Hotel Mogollón, tajando primero su lapicito, escribió una carta al «Señor Rolando Garro, director de Destapes».",Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1164,MVLL Cinco esquinas - FINAL,Hotel Mogollón,"Extrañas operaciones en torno a Juan Peineta Juan Peineta salió muy temprano del Hotel Mogollón, preguntándose una vez más dónde andaría Serafín, pues hacía ya tres días que no aparecía.",Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1165,MVLL Cinco esquinas - FINAL,Hotel Mogollón,"Extraña llamada la que le hizo la víspera, al Hotel Mogollón: «Necesito verte urgentísimamente, Juanito.",Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1166,MVLL Cinco esquinas - FINAL,Hotel Mogollón,"Que esos agentes de la Seguridad del Estado, que sabían tantas cosas, que éramos amigos, que venías de tanto en tanto a almorzar conmigo, no tuvieran la menor idea de que vives hace años en el Hotel Mogollón.",Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1167,MVLL Cinco esquinas - FINAL,Hotel Mogollón,"Por supuesto, yo corrí a llamarte al Hotel Mogollón.",Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1168,MVLL Cinco esquinas - FINAL,Hotel Mogollón,—Eso en vez del cuchitril espantoso lleno de ratas del Hotel Mogollón que en cualquier momento se vendrá abajo aplastando a todos los inquilinos —explicó el inspector—.,Valid,Hotel Mogollón,"{-12.048314015316087, -77.03582100312833}"
1169,MVLL Cinco esquinas - FINAL,Hotel Sheraton,Vivía en el Hotel Sheraton.,Valid,Hotel Sheraton,"{-12.057087837216704, -77.03701167472111}"
1170,MVLL Cinco esquinas - FINAL,Huancavelica,"Cuando Quique llegó a su oficina lo esperaban ya el jefe de seguridad de la mina
de Huancavelica y un alto de mensajes, cartas y e-mails.",Valid,Huancavelica,"{-12.79, -74.99}"
1171,MVLL Cinco esquinas - FINAL,Huancavelica,"Piropeó a
Marisa diciéndole que estaba sospechosamente guapa últimamente —«¿no te habrás
echado un amante al hombro, no, Marisita?»— y a Quique lo felicitó porque sabía
que acababa de adquirir otra mina, en Huancavelica, asociado con una compañía
canadiense.",Valid,Huancavelica,"{-12.79, -74.99}"
1172,MVLL Cinco esquinas - FINAL,Ica,"—¿Y tú me quieres decir, Luciano, cómo es que un señorón latifundista de Ica como don Casimiro, que se creía seguramente un aristócrata de sangre azul, se casó con la hija del pulpero de su hacienda?",Valid,Ica,"{-14.075924988661725, -75.73365042293824}"
1173,MVLL Cinco esquinas - FINAL,Ica,"Sería el escándalo del siglo, no sólo en Ica, también en el resto del Perú.",Valid,Ica,"{-14.075924988661725, -75.73365042293824}"
1174,MVLL Cinco esquinas - FINAL,Ica,Mi abuelo les daría dinero para que fueran a instalarse lo más lejos posible de Ica.,Valid,Ica,"{-14.075924988661725, -75.73365042293824}"
1175,MVLL Cinco esquinas - FINAL,jirón Huallaga,"Una ruina de la farándula
Juan Peineta salió del Hotel Mogollón, en la tercera calle del jirón Huallaga,
seguido por Serafín.",Valid,Jirón Huallaga,"{-12.049084353892527, -77.02633923239111}"
1176,MVLL Cinco esquinas - FINAL,jirón Junín,"Cuando Juan Peineta y Atanasia se casaron, fueron a depositar el ramito de
gardenias de la novia al pie de la estatua que inmortalizaba al bardo criollo frente a la
casita donde nació, en la cuadra 14 del jirón Junín, a pocos pasos de las Cinco
Esquinas, el ombligo de los Barrios Altos.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1177,MVLL Cinco esquinas - FINAL,jirón Junín,"—gritó la Retaquita,
aprovechando que el vehículo se había detenido para saltar a la calle y echar a correr
hacia el jirón Junín.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1178,MVLL Cinco esquinas - FINAL,jirón Junín,"Iba tres o cuatro veces por semana a almorzar al comedor popular que las
carmelitas descalzas tenían en su monasterio de Nuestra Señora del Carmen, en la
cuadra octava del jirón Junín, en Carmen Alto.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1179,MVLL Cinco esquinas - FINAL,jirón Junín,"No era una larguísima caminata desde allí hasta
los Barrios Altos; subía por toda la avenida Abancay y, contorneando la Plaza de la
Inquisición y el Congreso de la República, remontaba el jirón Junín hasta cerca de
Cinco Esquinas.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1180,MVLL Cinco esquinas - FINAL,jirón Junín,"Iba muy de prisa por el jirón Junín porque había
oscurecido y ésta era ya la hora de la compra y venta de drogas, prostitución y atracos
en el barrio.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1181,MVLL Cinco esquinas - FINAL,jirón Junín,"Juan Peineta comenzó a remontar la avenida Abancay; a la altura del Congreso
voltearía hacia el sinuoso y largo jirón Junín, al cabo del cual llegaría a Cinco
Esquinas, donde vivía Willy: por lo menos ese recorrido lo recordaba muy bien.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1182,MVLL Cinco esquinas - FINAL,jirón Junín,"Caminaba, con su
ritmo cansino y soportando los dolores de sus várices hinchadas, por el largo,
serpenteante y siempre atestado jirón Junín.",Valid,Jirón Junín,"{-12.0509058554574, -77.01900515938152}"
1183,MVLL Cinco esquinas - FINAL,jirón Ocoña,"Ocurrió en una pensión del jirón Ocoña donde almorzaba por unos pocos soles un menú fijo: plato de sopa, arroz con frejoles y compota.",Valid,Jirón Ocoña,"{-12.04972431662846, -77.03646704773075}"
1184,MVLL Cinco esquinas - FINAL,jirón Teniente Arancibia,"Caminó las
siete cuadras que separaban el paradero de su casa, en el jirón Teniente Arancibia,
pasando por todos los lugares que conocía de memoria y respondiendo con
movimientos de cabeza o con la mano los saludos de los conocidos: el espiritista
piurano que sólo atendía a los clientes de noche, la hora propicia para dialogar con
las almas; el boticario que ocupaba la casita donde, se decía, nació Felipe Pinglo, el
gran compositor de valses; la Quinta Heeren que, al parecer, había sido un reducto
www.lectulandia.com - Página 47
con las mansiones más elegantes de Lima durante el siglo XIX y era ahora una
colección de ruinas que se disputaban los gallinazos, los murciélagos, los drogadictos
y los forajidos; la casa de la Limbómana, la abortera; la iglesia del Carmen y el
pequeño convento de las Hermanas Franciscanas de la Inmaculada Concepción.",Valid,Jirón Teniente Arancibia,"{-12.048894408548627, -77.01559436122598}"
1185,MVLL Cinco esquinas - FINAL,jirón Teniente Arancibia,"El patrullero
que la trajo de vuelta a su casa al jirón Teniente Arancibia ya no llevaba al oficial ni al
civil, sólo a los dos guardias.",Valid,Jirón Teniente Arancibia,"{-12.048894408548627, -77.01559436122598}"
1186,MVLL Cinco esquinas - FINAL,jirón Teniente Arancibia,"Lo que no impedía que, en las noches, al meterse a la cama de su
pequeña casita del jirón Teniente Arancibia, en Cinco Esquinas, tuviera de pronto
uno de esos ataques de terror que le hacían sentir hielo en la columna vertebral.",Valid,Jirón Teniente Arancibia,"{-12.048894408548627, -77.01559436122598}"
1447,MVLL Cinco esquinas - FINAL,La Honda,"Se habían despertado temprano con la idea de ir a pasar el día en la
casita de playa que tenían en La Honda y almorzar allí con amigos, pero, después de
desayunar, decidieron súbitamente volver a la cama a leer y pasar una mañana
tranquilos.",Valid,La Honda,"{-10.049, -78.1762}"
1448,MVLL Cinco esquinas - FINAL,La Parada,"Para sobrevivir hizo todos los trabajos posibles, desde lavar carros en los
parkings hasta descargar camiones en La Parada.",Valid,La Parada (mercado),"{-12.060403800870693, -77.0127883042628}"
1449,MVLL Cinco esquinas - FINAL,La Perla,"Ella lo había acompañado mil veces de niña y
adolescente en sus recorridos jalando el carrito con los grandes tarros de emoliente
preparados por él mismo y Cojinova en la pequeña quinta donde vivían entonces, en
Breña, al final de la avenida Arica, allí donde terminaba la parte antigua de la ciudad
y empezaban los descampados que se alargaban hasta La Perla, Bellavista y el Callao.",Valid,La Perla,"{-12.069895115213525, -77.11580308810721}"
1450,MVLL Cinco esquinas - FINAL,La Quipa,"Extrañó su casita de
playa en La Quipa, los baños en el mar, las largas caminatas en la arena.",Valid,La Quipa,"{-12.445244572310015, -76.78143859325237}"
1451,MVLL Cinco esquinas - FINAL,Larcomar,"Vamos a Larcomar, que es tan simpático.",Valid,Larcomar,"{-12.13175849281106, -77.03052379005995}"
1452,MVLL Cinco esquinas - FINAL,La Rinconada,"¡Dios mío, ya no me da tiempo a
llegar a La Rinconada!",Valid,La Rinconada,"{-12.095581386078289, -76.94694741347868}"
1453,MVLL Cinco esquinas - FINAL,La Rinconada,"Media hora después estaban en La Rinconada y
Chabela ayudaba a su amiga a instalarse en el cuarto de huéspedes, un ala
completamente independiente del resto de la casa.",Valid,La Rinconada,"{-12.095581386078289, -76.94694741347868}"
1454,MVLL Cinco esquinas - FINAL,La Rinconada,"Qué
buena noticia que Luciano los invitara a almorzar y a ver una película en el cinema
que se había construido en su casa de La Rinconada.",Valid,La Rinconada,"{-12.095581386078289, -76.94694741347868}"
1455,MVLL Cinco esquinas - FINAL,La Rinconada,"Cuando iban en el auto hacia La Rinconada, Quique al volante, Marisa dijo:",Valid,La Rinconada,"{-12.095581386078289, -76.94694741347868}"
1456,MVLL Cinco esquinas - FINAL,Lima,"Estaban tomando un whisky sentados en la terraza, viendo el mar de lucecitas de Lima a sus pies y hablando, por supuesto, del tema que obsesionaba a todos los hogares en aquellos días, los atentados y secuestros de Sendero Luminoso y del Movimiento Revolucionario Túpac Amaru, los apagones de casi todas las noches por las voladuras de las torres eléctricas que dejaban en tinieblas a barrios enteros de la ciudad, y las explosiones con que los terroristas despertaban a medianoche y al amanecer a los limeños.",Valid,Lima,"{-12.0433, -77.0283}"
1457,MVLL Cinco esquinas - FINAL,Lima,"—Debe darle una sensación de poder enorme tener Lima a sus pies —bromeó el visitante; sus ojitos pardos se movían, azogados, y todo lo que decía, le pareció a Quique, delataba una profunda insinceridad—.",Valid,Lima,"{-12.0433, -77.0283}"
1458,MVLL Cinco esquinas - FINAL,Lima,"Fue al baño a lavarse la cara y, mientras lo hacía, pensaba, torturándose: ¿qué ocurriría si estas fotos llegaban a todo Lima a través de un periódico o una revista de esas que vivían del amarillismo, de sacar a la luz pública las inmundicias de las vidas privadas?",Valid,Lima,"{-12.0433, -77.0283}"
1459,MVLL Cinco esquinas - FINAL,Lima,"Dios mío, tenía que ver cuanto antes a Luciano; además de ser su mejor amigo, su estudio era uno de los más prestigiosos de Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1460,MVLL Cinco esquinas - FINAL,Lima,"En el aeropuerto, Chabela recogió el auto que había alquilado desde Lima y, como había poco tráfico a estas horas, llegaron pronto al departamento de Luciano en uno de los edificios de Brickell Avenue que miraban al mar y a Key Biscayne.",Valid,Lima,"{-12.0433, -77.0283}"
1461,MVLL Cinco esquinas - FINAL,Lima,"Le pareció que había nuevos cuadros en las paredes —entre ellos el Lam que antes tenían en su casa de Lima, al que se había añadido otro de Soto, y un dibujo de Morales— y que habían cambiado la decoración.",Valid,Lima,"{-12.0433, -77.0283}"
1462,MVLL Cinco esquinas - FINAL,Lima,"Era elegante, sin exceso ni afectación, como su casa de Lima, como eran Chabela y Luciano en su manera de vestirse y de hablar.",Valid,Lima,"{-12.0433, -77.0283}"
1463,MVLL Cinco esquinas - FINAL,Lima,"Había fotos de Chabela y de sus dos hijas en una vidriera y del propio Luciano, joven, con túnica y birrete, el día de su graduación en la Universidad Católica de Lima, y otra, más ostentosa, de la ceremonia de su doctorado en Columbia University.",Valid,Lima,"{-12.0433, -77.0283}"
1464,MVLL Cinco esquinas - FINAL,Lima,"Estuvo varios meses en Lima, viviendo en el Hotel Sheraton.",Valid,Lima,"{-12.0433, -77.0283}"
1465,MVLL Cinco esquinas - FINAL,Lima,"Luego, un día, me dejó una nota diciendo que debía partir de urgencia a Nueva York y que volvería pronto a Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1466,MVLL Cinco esquinas - FINAL,Lima,"En el hospicio en que su madre lo abandonó le pusieron Lázaro como nombre de pila, porque, al parecer, fue en el día de San Lázaro cuando las monjitas del convento de Las Descalzas lo encontraron en el suelo lloriqueando, a la entrada de la institución que regentaban, en la esquina de los jirones Junín y Huánuco, en los Barrios Altos de Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1467,MVLL Cinco esquinas - FINAL,Lima,Tendría que vivir como mendigo en las calles de Lima.,Valid,Lima,"{-12.0433, -77.0283}"
1468,MVLL Cinco esquinas - FINAL,Lima,Los seiscientos y pico de soles le permitieron dormir unos cuantos días en pensiones de mala muerte en el centro de Lima.,Valid,Lima,"{-12.0433, -77.0283}"
1469,MVLL Cinco esquinas - FINAL,Lima,Era temprano todavía y el centro de Lima estaba aún medio desierto.,Valid,Lima,"{-12.0433, -77.0283}"
1470,MVLL Cinco esquinas - FINAL,Lima,"El veterinario que lo examinó le dijo que el gatito —un bebe— no tenía las patas rotas, sólo resentidas de algún golpe que le habían infligido, tal vez, esos mataperros que se divertían disparando pedradas con sus hondas a los animales callejeros de Lima; se repondría pronto, sin necesidad de remedios ni tablillas.",Valid,Lima,"{-12.0433, -77.0283}"
1471,MVLL Cinco esquinas - FINAL,Lima,"Pero, ahora, ya era difícil sacar a Atanasia de su memoria: ahí estaba, en la primera fila del Club Apurímac de Lima, con su faldita gris, su blusa verde y sus zapatitos blancos, escuchándolo con fervor y aplaudiendo a rabiar.",Valid,Lima,"{-12.0433, -77.0283}"
1472,MVLL Cinco esquinas - FINAL,Lima,"Después de su número se había presentado y ella le dijo que era telefonista en el Correo Central de Lima, soltera y sin compromiso.",Valid,Lima,"{-12.0433, -77.0283}"
1473,MVLL Cinco esquinas - FINAL,Lima,"El programa lo conocía, como todo el mundo en Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1474,MVLL Cinco esquinas - FINAL,Lima,"Alejarse de Lima, en vez de calmarlo, lo alteraría más de lo que estaba.",Valid,Lima,"{-12.0433, -77.0283}"
1475,MVLL Cinco esquinas - FINAL,Lima,"Estuvo cerca de una hora sentado en uno de los sillones en que recibía a las visitas, mirando sin ver la vasta explanada de Lima a sus pies.",Valid,Lima,"{-12.0433, -77.0283}"
1476,MVLL Cinco esquinas - FINAL,Lima,"Se estarían acabando, pues, otra muestra de los supuestos progresos de Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1477,MVLL Cinco esquinas - FINAL,Lima,"No era raro, pues, pensándolo bien, que los emolienteros estuvieran desapareciendo de las calles de Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1478,MVLL Cinco esquinas - FINAL,Lima,"Caminó las siete cuadras que separaban el paradero de su casa, en el jirón Teniente Arancibia, pasando por todos los lugares que conocía de memoria y respondiendo con movimientos de cabeza o con la mano los saludos de los conocidos: el espiritista piurano que sólo atendía a los clientes de noche, la hora propicia para dialogar con las almas; el boticario que ocupaba la casita donde, se decía, nació Felipe Pinglo, el gran compositor de valses; la Quinta Heeren que, al parecer, había sido un reducto con las mansiones más elegantes de Lima durante el siglo XIX y era ahora una colección de ruinas que se disputaban los gallinazos, los murciélagos, los drogadictos y los forajidos; la casa de la Limbómana, la abortera; la iglesia del Carmen y el pequeño convento de las Hermanas Franciscanas de la Inmaculada Concepción.",Valid,Lima,"{-12.0433, -77.0283}"
1479,MVLL Cinco esquinas - FINAL,Lima,"Si no hubiera sido por el terrorismo y los secuestros, lo cierto era que se vivía muy bien en Lima.",Valid,Lima,"{-12.0433, -77.0283}"
1480,MVLL Cinco esquinas - FINAL,Lima,No se habla de otra cosa en todo Lima.,Valid,Lima,"{-12.0433, -77.0283}"
1481,MVLL Cinco esquinas - FINAL,Lima,"Y ya no pararon las llamadas, todas las malditas chismosas de Lima parecían al tanto.",Valid,Lima,"{-12.0433, -77.0283}"
1482,MVLL Cinco esquinas - FINAL,Lima,"La gente de Lima es la más malvada que existe en el mundo, Chabela.",Valid,Lima,"{-12.0433, -77.0283}"
1483,MVLL Cinco esquinas - FINAL,Lima,¿Por qué temía tanto esa zona tan empobrecida del centro de Lima?,Valid,Lima,"{-12.0433, -77.0283}"
1484,MVLL Cinco esquinas - FINAL,Lima,"Llegó temprano al monasterio de Las Descalzas pero aun así ya había una buena cola de pobres, mendigos y vagos, gente sin trabajo, viejitos y viejitas que parecían recién llegados a Lima de remotas comunidades de la sierra.",Valid,Lima,"{-12.0433, -77.0283}"
1485,MVLL Cinco esquinas - FINAL,Lima,Pese a ser pleno invierno había una luminosidad esta mañana en Lima que parecía anunciar el sol.,Valid,Lima,"{-12.0433, -77.0283}"
1486,MVLL Cinco esquinas - FINAL,Lima,¿Pasa algo alguna vez en Lima cuando estalla un escándalo?,Valid,Lima,"{-12.0433, -77.0283}"
1487,MVLL Cinco esquinas - FINAL,Lima,"Poco después llegó un mensajero del Juzgado Penal del cercado de Lima, con dos avisos de las acciones judiciales entabladas contra la revista por el número de esta semana.",Valid,Lima,"{-12.0433, -77.0283}"
1488,MVLL Cinco esquinas - FINAL,Lima,"Lima se había vuelto una mancha sombría y una miríada de lucecitas que se perdían a lo lejos, disueltas en la incipiente neblina.",Valid,Lima,"{-12.0433, -77.0283}"
1489,MVLL Cinco esquinas - FINAL,Lima,"Eres el hazmerreír de todo Lima, y yo también lo soy, por tu culpa.",Valid,Lima,"{-12.0433, -77.0283}"
1490,MVLL Cinco esquinas - FINAL,Lima,"Su vida había estado día y noche en la cuerda floja: ¿no vivía en Cinco Esquinas, uno de los barrios más violentos de Lima, con asaltos, peleas y palizas por doquier?",Valid,Lima,"{-12.0433, -77.0283}"
1491,MVLL Cinco esquinas - FINAL,Lima,"Me han hecho una fama de calavera y de farrista en Lima, a mí, que he sido siempre tan formal.",Valid,Lima,"{-12.0433, -77.0283}"
1492,MVLL Cinco esquinas - FINAL,Lima,"Vinieron muchos invitados de Lima, claro, que se quedarían horrorizados con la locura del gran señorón.",Valid,Lima,"{-12.0433, -77.0283}"
1493,MVLL Cinco esquinas - FINAL,Lima,Pero ni él ni nadie en Lima sabía qué significaba la palabreja cubana ruletero:,Valid,Lima,"{-12.0433, -77.0283}"
1494,MVLL Cinco esquinas - FINAL,Lima,"Durante mucho tiempo, cuatro o cinco veces al año, Juan hizo ese largo viaje desde el centro de Lima a esa barriada brava del puerto del Callao para pasar el día con su viejo amigo.",Valid,Lima,"{-12.0433, -77.0283}"
1495,MVLL Cinco esquinas - FINAL,Lima,"Ahora, desde que se había mudado al centro de la Lima colonial, era mejor, ya no tenía que hacer ese interminable e incómodo viaje hasta el puerto, sólo esta cansada caminata.",Valid,Lima,"{-12.0433, -77.0283}"
1496,MVLL Cinco esquinas - FINAL,Lima,"El auto no fue hacia el centro de Lima; dobló por la Plaza Italia, bajó por el jirón Huanta hasta la avenida Grau y luego, ante su sorpresa, tomó la Panamericana, rumbo a las playas.",Valid,Lima,"{-12.0433, -77.0283}"
1497,MVLL Cinco esquinas - FINAL,Lima,Olvidémonos de Lima al menos por una noche.,Valid,Lima,"{-12.0433, -77.0283}"
1498,MVLL Cinco esquinas - FINAL,Lima,"En todo caso,aquél tuvo que traérselo a Lima en el auto con chofer que tenía contratado, porque el ingeniero no estaba en condiciones de manejar su propio carro.",Valid,Lima,"{-12.0433, -77.0283}"
1499,MVLL Cinco esquinas - FINAL,Lima,"Era una soleada mañana de domingo y el verano había comenzado de verdad en Lima, por fin.",Valid,Lima,"{-12.0433, -77.0283}"
1500,MVLL Cinco esquinas - FINAL,Lima,"Si no soy bienvenido a esa celebración, me quedaré en Lima, triste y abandonado.",Valid,Lima,"{-12.0433, -77.0283}"
1559,MVLL Cinco esquinas - FINAL,Los Siete Pescados Capitales,"Vámonos a Los Siete Pescados Capitales, en Miraflores.",Valid,Los Siete Pescados Capitales,"{-12.109262925779197, -77.04962765135862}"
1560,MVLL Cinco esquinas - FINAL,Los Siete Pescados Capitales,"Mucho, porque mientras hablaba llegó mucha gente a degustar los manjares criollos
y marineros de Los Siete Pescados Capitales, y luego partió y el restaurante se fue
vaciando.",Valid,Los Siete Pescados Capitales,"{-12.109262925779197, -77.04962765135862}"
1763,MVLL Cinco esquinas - FINAL,Machu Picchu,"Él y Atanasia pudieron darse muchos gustos, entre ellos unas
vacaciones en el Cusco, incluido un viaje a Machu Picchu, y él se había hecho más
conocido que en todos sus años de recitador.",Valid,Machu Picchu,"{-13.162958507385975, -72.54533720538635}"
1764,MVLL Cinco esquinas - FINAL,María Parado de Bellido,"La Retaquita —el apodo se lo habían puesto en el colegio, donde a veces las chicas
de su clase la llamaban también Tachuela— recordaba con orgullo qué éxito había
coronado sus primeras armas de periodista, cuando era todavía alumna de
secundaria en el María Parado de Bellido.",Valid,María Parado de Bellido,"{-12.028111179226649, -77.02831281093444}"
2042,MVLL Cinco esquinas - FINAL,Miraflores,"Dos días atrás, ella y Marisa habían almorzado juntas y, al volver de El Central, de Miraflores, después de comer riquísimo, se habían encerrado en el dormitorio de Marisa, en su penthouse de San Isidro, y hecho el amor.",Valid,Miraflores,"{-12.12247955918677, -77.03127847125396}"
2043,MVLL Cinco esquinas - FINAL,Miraflores,"Cuando Juan era joven, ese barrio estaba lleno de peñas criollas y allí vivían muchos bohemios, artistas, músicos, y hasta los blanquitos de Miraflores y San Isidro amantes de la música criolla venían a oír a los mejores cantantes, guitarristas y cajoneadores, y a bailar con los cholos y los negros.",Valid,Miraflores,"{-12.12247955918677, -77.03127847125396}"
2044,MVLL Cinco esquinas - FINAL,Miraflores,Por eso has podido dejar tu cuartucho de Cinco Esquinas y mudarte a Miraflores.,Valid,Miraflores,"{-12.12247955918677, -77.03127847125396}"
2045,MVLL Cinco esquinas - FINAL,Miraflores,"Vámonos a Los Siete Pescados Capitales, en Miraflores.",Valid,Miraflores,"{-12.12247955918677, -77.03127847125396}"
2046,MVLL Cinco esquinas - FINAL,Miraflores,¿Es verdad que dejaste tu callejón de Cinco Esquinas y te mudaste a Miraflores?,Valid,Miraflores,"{-12.12247955918677, -77.03127847125396}"
2070,MVLL Cinco esquinas - FINAL,Perú,"Enrique decía que la situación seestaba volviendo insostenible para las empresas, las medidas de seguridadaumentaban los costos de una manera enloquecida, las compañías de segurosquerían seguir subiendo las primas y, si los bandidos se salían con su gusto, pronto llegaría el Perú a la situación de Colombia donde los empresarios, ahuyentados porlos terroristas, por lo visto se estaban trasladando en masa a Panamá y a Miami, para dirigir sus negocios desde allá.",Valid,Perú,"{-10., -76.}"
2071,MVLL Cinco esquinas - FINAL,Perú,"—Me lo cerraron por decir la verdad, algo que no se aguanta mucho en el Perú de hoy y de siempre —afirmó el periodista con amargura pero sin dejar de sonreír—.",Valid,Perú,"{-10., -76.}"
2072,MVLL Cinco esquinas - FINAL,Perú,Esas cosas no se perdonan en el Perú.,Valid,Perú,"{-10., -76.}"
2073,MVLL Cinco esquinas - FINAL,Perú,"Pero todavía quedamos algunos periodistas de principios en el Perú, ingeniero, felizmente para usted.",Valid,Perú,"{-10., -76.}"
2074,MVLL Cinco esquinas - FINAL,Perú,"La semana pasada, por ejemplo, me dijo que si seguían así las cosas, sería más sensato salir del Perú.",Valid,Perú,"{-10., -76.}"
2075,MVLL Cinco esquinas - FINAL,Perú,"Así había comenzado la carrera periodística de Rolando Garro: como datero de escándalos para Última Hora, el diario que, con Raúl Villarán en la dirección, introdujo el amarillismo en el Perú.",Valid,Perú,"{-10., -76.}"
2076,MVLL Cinco esquinas - FINAL,Perú,—Hace mucho que hay terrorismo en el Perú —insistió ella—.,Valid,Perú,"{-10., -76.}"
2077,MVLL Cinco esquinas - FINAL,Perú,"—El hombre fuerte de este gobierno, el que hace y deshace, el verdadero patrón del Perú —le recordó Luciano—.",Valid,Perú,"{-10., -76.}"
2078,MVLL Cinco esquinas - FINAL,Perú,Y que el régimen necesitaba al menos unos veinte años para completar el programa de reformas que estaba sacando al Perú del subdesarrollo y ascenderlo a país del primer mundo.,Valid,Perú,"{-10., -76.}"
2079,MVLL Cinco esquinas - FINAL,Perú,"Porque, a diferencia de otras colaboradoras, que hablaban de la patria, de los héroes nacionales como Grau y Bolognesi, de la religión, del Papa o el problema de la tierra en el Perú, ella se limitó a contar los chismes y rumores más escabrosos que corrían sobre alumnas y profesores, disimulando sus nombres cuando se trataba de cosas realmente subidas de color, como poner en duda la hombría de un varón o la feminidad de una mujer.",Valid,Perú,"{-10., -76.}"
2080,MVLL Cinco esquinas - FINAL,Perú,"Si un empresario con su prestigio y su fuerza se decidiera a invertir en ella, la revista llegaría a todo el Perú.",Valid,Perú,"{-10., -76.}"
2081,MVLL Cinco esquinas - FINAL,Perú,"Pero, sobre todo, en el Perú.",Valid,Perú,"{-10., -76.}"
2082,MVLL Cinco esquinas - FINAL,Perú,"El Perú entero podría satisfacer su curiosidad morbosa, su apetito chismográfico, ese placer inmenso que produce a los mediocres, la mayoría de la humanidad, saber que los famosos, los respetables, las celebridades, los decentes, están hechos también del mismo barro mugriento que los demás.",Valid,Perú,"{-10., -76.}"
2083,MVLL Cinco esquinas - FINAL,Perú,"Desde hacía algún tiempo, todo era posible en el Perú.",Valid,Perú,"{-10., -76.}"
2084,MVLL Cinco esquinas - FINAL,Perú,¡En todo el Perú!,Valid,Perú,"{-10., -76.}"
2085,MVLL Cinco esquinas - FINAL,Perú,"Mejor dicho, que empezara a recitar con cualquier pretexto, sólo para que los otros dos chistosos lo callaran con sendas bofetadas que lo tiraban al suelo y hacían revolcarse de risas al público que asistía a la grabación del programa y, por lo visto, a la miríada de televidentes que tenían en todo el Perú.",Valid,Perú,"{-10., -76.}"
2086,MVLL Cinco esquinas - FINAL,Perú,"Dicen que hay sicarios colombianos muy baratos, que se han venido a trabajar al Perú porque allá en Colombia les falta el trabajo.",Valid,Perú,"{-10., -76.}"
2087,MVLL Cinco esquinas - FINAL,Perú,"Ése era un tipo importante, uno de los ricachos del Perú.",Valid,Perú,"{-10., -76.}"
2088,MVLL Cinco esquinas - FINAL,Perú,"Había denuncias de que una banda de forajidos secuestraba niños nacidos en comunidades indígenas bolivianas y los vendía a mafiosos peruanos en la frontera, y que éstos, a su vez, los revendían a parejas generalmente extranjeras que no podían tener hijos y no querían esperar los muchos años que tardaban los trámites para las adopciones legales en el Perú.",Valid,Perú,"{-10., -76.}"
2090,MVLL Cinco esquinas - FINAL,Perú,"Dos semanas enteras por el mar de Ulises, sin leer una sola noticia del Perú.",Valid,Perú,"{-10., -76.}"
2091,MVLL Cinco esquinas - FINAL,Perú,"Sería el escándalo del siglo, no sólo en Ica, también en el resto del Perú.",Valid,Perú,"{-10., -76.}"
2092,MVLL Cinco esquinas - FINAL,Perú,"Marisa ya habría llamado a Luciano y entre ambos habrían alertado a todos los amigos influyentes, y no sólo en el Perú, sus socios mineros, las instituciones a las que pertenecía, habrían despertado a ministros, diputados, a jueces, al Doctor, al presidente Fujimori, presentado recursos de amparo.",Valid,Perú,"{-10., -76.}"
2093,MVLL Cinco esquinas - FINAL,Perú,Así que éste era el amo y señor del Perú.,Valid,Perú,"{-10., -76.}"
2094,MVLL Cinco esquinas - FINAL,Perú,"El régimen de Velasco, que presumía de socialista, había estrechado sus relaciones con la URSS, la que se convirtió en esos años en la primera abastecedora de armamentos para el Perú.",Valid,Perú,"{-10., -76.}"
2095,MVLL Cinco esquinas - FINAL,Perú,"Se decía que había sido el hombre en el Perú de Pablo Escobar, el rey de la droga en Colombia.",Valid,Perú,"{-10., -76.}"
2096,MVLL Cinco esquinas - FINAL,Perú,"Había llegado al Perú con su familia de inmigrantes y ésta, para asegurar su futuro, como hacían muchas familias de asiáticos a fin de dar seguridad a sus descendientes, le había falsificado (o comprado) una partida de nacimiento, atribuyendo su natalicio al día de la Fiesta Nacional, el 28 de julio.",Valid,Perú,"{-10., -76.}"
